"Flat 1,25/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5180000.0,391.0,304.0,35.0,10 Oct 2018
"Flat 2,25/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8130000.0,579.0,440.0,35.0,10 Oct 2018
"Flat 4,25/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",6040000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 7,25/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5570000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,25/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5590000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,25/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5590000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 2,26/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8190000.0,579.0,440.0,35.0,10 Oct 2018
"Flat 3,26/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8260000.0,584.0,460.0,35.0,10 Oct 2018
"Flat 4,26/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",6080000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 5,26/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8490000.0,589.0,450.0,35.0,10 Oct 2018
"Flat 7,26/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5610000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,26/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5630000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,26/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5630000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 2,27/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8240000.0,579.0,440.0,35.0,10 Oct 2018
